svcomp_b.03-no-inv_assume.c.out, True, 1344.0
svcomp_b.03_assume.c.out, True, 488.0
svcomp_b.04.c.out, True, 298.0
svcomp_b.05.c.out, False, 
svcomp_b.06.c.out, True, 420.0
svcomp_b.07.c.out, True, 482.0
svcomp_b.09-no-inv_assume.c.out, True, 185017.0
svcomp_b.09_assume.c.out, True, 10068.0
svcomp_b.10.c.out, True, 530.0
svcomp_b.11.c.out, True, 751.0
svcomp_b.12.c.out, True, 892.0
svcomp_b.13.c.out, True, 1836.0
svcomp_b.14.c.out, True, 1977.0
svcomp_b.15.c.out, True, 2101.0
svcomp_b.16.c.out, True, 631.0
svcomp_b.17.c.out, True, 847.0
svcomp_b.18.c.out, True, 48643.0
svcomp_c.01-no-inv.c.out, False, 
svcomp_c.01_assume.c.out, True, 468.0
svcomp_c.02.c.out, True, 1786.0
svcomp_c.03.c.out, True, 488.0
svcomp_c.07.c.out, True, 564.0
svcomp_c.08.c.out, True, 700.0
svcomp_easySum.c.out, True, 675.0
svcomp_ex1.c.out, True, 625.0
svcomp_ex2.c.out, False, 
svcomp_ex3a.c.out, False, 
svcomp_ex3b.c.out, False, 
svcomp_fermat.c.out, True, 8666.0
svcomp_flag.c.out, False, 
svcomp_java_AG313.c.out, True, 812.0
svcomp_java_Break.c.out, True, 362.0
svcomp_java_Continue1.c.out, True, 401.0
svcomp_java_Nested.c.out, True, 875.0
svcomp_java_Sequence.c.out, True, 1994.0
